response_id,prolific_pid,start_date,end_date,duration_s,assigned_condition,endorser_gender,endorser_id,endorser_slider_q1,endorser_slider_q2,display_strength_q1,display_strength_q2,q2_variance_delta,trust_d1,trust_d2,trust_change,abs_change,q1_pair_id,q2_pair_id,q1_category,q2_category,q1_truth,q1_selected,q1_correct,q1_bonus,rt_d1,rt_d2,rt_outcome,gender_cond,accuracy_cond,strength_cond,outcome,cq1_correct,cq2_correct,cq3_correct,cq4_correct,cq5_correct,cq_score,cq_score_qualtrics,cq_perfect,manip_response,manip_correct,manip_missing,participant_gender,age,race,best_participant,changer,female_endorser,success,strong,trust_d1_centered,age_centered
R_3DLuqAfi5eDwCNH,63ecea8502b357005ab3311a,2026-03-28T13:28:07Z,2026-03-28T13:39:18Z,670.0,W_incorrect_strong,Female,5fab34d5e971f1617667232e,94.0,1.0,80.0,87.0,7.0,30.0,10.0,-20.0,20.0,unknown_woman_gk,dominant_woman_wins,Unknown_WomanGK_ManWins,Dominant_WomanWins,A,B,0,0.35,68.203,25.998,21.839,W,incorrect,strong,Failure,1,1,1,1,1,5,5,1,,0,1,Female,50.0,White,0,1,1,0,1,-12.6765,4.6642
R_7evHreW31fncfi9,6413634f9d315afcde51553b,2026-03-28T13:35:24Z,2026-03-28T13:41:00Z,335.0,W_incorrect_weak,Female,558b20eefdf99b7dfdbac3c9,43.0,76.0,21.0,12.0,-9.0,0.0,0.0,0.0,0.0,misleading_woman_looks_better,unknown_woman_gk,ObviousFails_WomanLooksBetter,Unknown_WomanGK_ManWins,B,A,0,0.5,32.021,10.54,12.243,W,incorrect,weak,Failure,1,1,1,1,1,5,5,1,Female,1,0,Male,70.0,White,1,0,1,0,0,-42.6765,24.6642
R_11dmrbnOkKr31eW,640251127760d333fdfa7bb8,2026-03-28T13:48:25Z,2026-03-28T13:53:48Z,322.0,W_incorrect_strong,Female,641386b1cb9a9c1e3569d4ee,3.0,2.0,85.0,78.0,-7.0,0.0,0.0,0.0,0.0,misleading_woman_looks_better,dominant_woman_wins,ObviousFails_WomanLooksBetter,Dominant_WomanWins,B,A,0,0.5,19.288,9.064,9.859,W,incorrect,strong,Failure,1,1,1,1,1,5,5,1,Female,1,0,Male,52.0,White,1,0,1,0,1,-42.6765,6.6642
R_61hjaMrTrCDmAmb,5fb2041681fe9376804e1249,2026-03-28T13:54:07Z,2026-03-28T14:00:09Z,362.0,W_incorrect_strong,Female,67e188720841b364cd463eaa,7.0,2.0,79.0,74.0,-5.0,0.0,50.0,50.0,50.0,misleading_man_looks_better,dominant_woman_wins,ObviousFails_ManLooksBetter,Dominant_WomanWins,B,A,0,0.5,5.43,12.505,3.247,W,incorrect,strong,Failure,1,1,1,1,1,5,5,1,Female,1,0,Female,43.0,Asian,1,1,1,0,1,-42.6765,-2.3358
R_15M6CB2gDpmKKWZ,63f8aeb6c9098e0ef3bf3553,2026-03-28T13:55:28Z,2026-03-28T14:02:22Z,413.0,W_incorrect_strong,Female,65cce024500351e8c8f7ff26,2.0,6.0,87.0,90.0,3.0,75.0,87.0,12.0,12.0,misleading_woman_looks_better,dominant_woman_wins,ObviousFails_WomanLooksBetter,Dominant_WomanWins,B,A,0,0.13,24.432,8.751,5.372,W,incorrect,strong,Failure,1,1,1,1,1,5,5,1,Female,1,0,Female,56.0,White,1,1,1,0,1,32.3235,10.6642
R_77IRAJdaBN9C1xf,602fd11faa844cd2d0fd5818,2026-03-28T14:12:09Z,2026-03-28T14:21:48Z,579.0,M_correct_strong,Male,670d816961bebcb45b53b929,1.0,1.0,88.0,80.0,-8.0,50.0,50.0,0.0,0.0,dominant_woman_wins,misleading_man_looks_better,Dominant_WomanWins,ObviousFails_ManLooksBetter,A,A,1,0.75,124.641,50.961,9.964,M,correct,strong,Success,1,1,1,1,1,5,5,1,Male,1,0,Male,33.0,White,1,0,0,1,1,7.3235,-12.3358
R_31boNAWgmHs2EcV,65254790f0aa171541706462,2026-03-28T14:42:30Z,2026-03-28T14:47:34Z,303.0,W_incorrect_strong,Female,67e188720841b364cd463eaa,7.0,2.0,79.0,68.0,-11.0,50.0,50.0,0.0,0.0,misleading_man_looks_better,dominant_woman_wins,ObviousFails_ManLooksBetter,Dominant_WomanWins,B,A,0,0.25,22.719,9.001,7.991,W,incorrect,strong,Failure,1,1,1,1,1,5,5,1,Female,1,0,Male,69.0,White,1,0,1,0,1,7.3235,23.6642
R_1mGx3OtsW3NV00F,695fcd69c6fe6570b30efb65,2026-03-28T14:47:06Z,2026-03-28T14:51:22Z,256.0,W_correct_strong,Female,67ddbba0fa5e1ce984f9fb87,1.0,93.0,88.0,90.0,2.0,75.0,75.0,0.0,0.0,dominant_woman_wins,dominant_man_wins,Dominant_WomanWins,Dominant_ManWins,A,A,1,0.88,19.021,12.0,5.58,W,correct,strong,Success,1,1,1,1,1,5,5,1,Female,1,0,Female,31.0,White,1,0,1,1,1,32.3235,-14.3358
R_3nT6Qt9dXOrmUh0,655fa55ae220887674baf9d6,2026-03-28T14:44:05Z,2026-03-28T14:52:11Z,485.0,W_incorrect_weak,Female,677c314658f46f3c0f19ba34,56.0,22.0,20.0,12.0,-8.0,11.0,13.0,2.0,2.0,close_woman_wins,man_vs_man,Close_WomanWins,ManVsMan_Awins,A,B,0,0.45,12.081,7.729,3.95,W,incorrect,weak,Failure,1,1,1,1,1,5,5,1,Female,1,0,Female,30.0,Black,1,1,1,0,0,-31.6765,-15.3358
R_5B2Pey82ZyIIIcm,568f260a7d961b000d96976c,2026-03-28T14:59:51Z,2026-03-28T15:09:10Z,558.0,W_incorrect_strong,Female,641386b1cb9a9c1e3569d4ee,3.0,2.0,85.0,90.0,5.0,55.0,46.0,-9.0,9.0,misleading_woman_looks_better,dominant_woman_wins,ObviousFails_WomanLooksBetter,Dominant_WomanWins,B,A,0,0.22,44.253,18.943,6.337,W,incorrect,strong,Failure,1,1,1,1,1,5,5,1,Female,1,0,Male,33.0,Black,1,1,1,0,1,12.3235,-12.3358
R_7WuKhpc5KViAPsD,6637aec5d6d06fd808983c9d,2026-03-28T15:05:40Z,2026-03-28T15:11:17Z,336.0,M_correct_strong,Male,670d816961bebcb45b53b929,1.0,1.0,88.0,90.0,2.0,20.0,25.0,5.0,5.0,dominant_woman_wins,misleading_man_looks_better,Dominant_WomanWins,ObviousFails_ManLooksBetter,A,A,1,0.6,27.908,13.59,3.401,M,correct,strong,Success,1,1,1,1,1,5,5,1,Male,1,0,Male,53.0,White,1,1,0,1,1,-22.6765,7.6642
R_1Lv5OMkkdKZSGqE,611fdc5198d73025ce65dcd3,2026-03-28T15:06:04Z,2026-03-28T15:12:31Z,386.0,W_correct_strong,Female,611341c34be95409850e4341,5.0,5.0,82.0,73.0,-9.0,75.0,60.0,-15.0,15.0,dominant_woman_wins,misleading_woman_looks_better,Dominant_WomanWins,ObviousFails_WomanLooksBetter,A,A,1,0.88,30.5,14.325,8.727,W,correct,strong,Success,1,1,1,1,1,5,5,1,Male,0,0,Male,55.0,White,0,1,1,1,1,32.3235,9.6642
R_3nqKLXRWIdbECUm,5e3dd95e5ed1320527366aae,2026-03-28T15:08:34Z,2026-03-28T15:15:13Z,398.0,W_incorrect_weak,Female,5eb02a40b17a8c0868685d32,42.0,9.0,23.0,11.0,-12.0,25.0,25.0,0.0,0.0,unknown_man_word,dominant_woman_wins,Unknown_ManWord_ManWins,Dominant_WomanWins,B,A,0,0.38,26.14,7.817,5.427,W,incorrect,weak,Failure,1,1,1,1,1,5,5,1,Female,1,0,Female,40.0,White,1,0,1,0,0,-17.6765,-5.3358
R_5rOrEkhHkm7VcJJ,672166c613ae45d2990702b6,2026-03-28T15:18:20Z,2026-03-28T15:23:34Z,314.0,M_correct_strong,Male,6596d692ac956830b68776e0,8.0,6.0,77.0,86.0,9.0,50.0,50.0,0.0,0.0,dominant_man_wins,misleading_woman_looks_better,Dominant_ManWins,ObviousFails_WomanLooksBetter,A,A,1,0.75,19.208,9.482,5.103,M,correct,strong,Success,1,1,1,1,1,5,5,1,Male,1,0,Female,38.0,Black,1,0,0,1,1,7.3235,-7.3358
R_8kn8isxHNtek3Lf,5d25336d3e31ad0016186262,2026-03-28T15:46:27Z,2026-03-28T15:51:34Z,307.0,W_correct_strong,Female,6632944bbc110f7862810d5a,2.0,4.0,87.0,77.0,-10.0,100.0,100.0,0.0,0.0,man_vs_man,dominant_woman_wins,ManVsMan_Awins,Dominant_WomanWins,A,A,1,1.0,16.891,23.108,15.438,W,correct,strong,Success,1,1,1,1,1,5,5,1,Male,0,0,Male,65.0,White,0,0,1,1,1,57.3235,19.6642
R_7pCX3I20v5CWyul,5b707a406f0ed10001bfb973,2026-03-28T15:53:45Z,2026-03-28T15:58:57Z,311.0,M_correct_strong,Male,561bbdf9811d22000df3138a,6.0,13.0,80.0,85.0,5.0,50.0,50.0,0.0,0.0,dominant_man_wins,dominant_woman_wins,Dominant_ManWins,Dominant_WomanWins,A,A,1,0.75,17.582,13.681,10.566,M,correct,strong,Success,1,1,1,1,1,5,5,1,Male,1,0,Female,39.0,White,1,0,0,1,1,7.3235,-6.3358
R_79q7JkAbAko89hf,654c1c56d6753c97aee29f70,2026-03-28T15:55:40Z,2026-03-28T16:01:14Z,333.0,W_correct_weak,Female,66e7853b4e311a12f93b5411,42.0,2.0,23.0,17.0,-6.0,2.0,0.0,-2.0,2.0,close_woman_wins,dominant_woman_wins,Close_WomanWins,Dominant_WomanWins,A,A,1,0.51,24.739,9.381,5.567,W,correct,weak,Success,1,1,1,1,1,5,5,1,Female,1,0,Non-binary,61.0,White,1,1,1,1,0,-40.6765,15.6642
R_1lXEgo0jyabAwVl,63bc87f783afb5aed2c937d2,2026-03-28T16:04:13Z,2026-03-28T16:15:46Z,693.0,W_incorrect_weak,Female,5eb02a40b17a8c0868685d32,42.0,9.0,23.0,31.0,8.0,50.0,100.0,50.0,50.0,unknown_man_word,dominant_woman_wins,Unknown_ManWord_ManWins,Dominant_WomanWins,B,A,0,0.25,55.812,30.864,19.12,W,incorrect,weak,Failure,1,1,1,1,1,5,5,1,Female,1,0,Male,28.0,White,1,1,1,0,0,7.3235,-17.3358
R_7CrAYX0axDoH4zS,655f915c87dc5be942a6053c,2026-03-28T16:15:05Z,2026-03-28T16:23:09Z,483.0,W_incorrect_weak,Female,677c314658f46f3c0f19ba34,56.0,22.0,20.0,14.0,-6.0,0.0,0.0,0.0,0.0,close_woman_wins,man_vs_man,Close_WomanWins,ManVsMan_Awins,A,B,0,0.5,21.473,5.293,3.478,W,incorrect,weak,Failure,1,1,1,1,1,5,5,1,Female,1,0,Non-binary,21.0,Black,1,0,1,0,0,-42.6765,-24.3358
R_7WS8aevazlGo5XQ,669bed74eea03d0e9b06a254,2026-03-28T16:20:54Z,2026-03-28T16:24:23Z,208.0,W_correct_strong,Female,66200b032829f40f3664afdf,7.0,2.0,79.0,71.0,-8.0,15.0,25.0,10.0,10.0,dominant_woman_wins,unknown_man_word,Dominant_WomanWins,Unknown_ManWord_ManWins,A,A,1,0.57,23.514,8.599,9.469,W,correct,strong,Success,1,1,1,1,1,5,5,1,,0,1,Female,58.0,White,0,1,1,1,1,-27.6765,12.6642
R_5VOX7v0EJUSrqTf,614f6bad672ef7cf5ecfd965,2026-03-28T16:20:04Z,2026-03-28T16:26:29Z,385.0,M_correct_strong,Male,570521cfde5095001018a0c8,7.0,90.0,79.0,85.0,6.0,71.0,100.0,29.0,29.0,man_vs_man,unknown_woman_gk,ManVsMan_Awins,Unknown_WomanGK_ManWins,A,A,1,0.85,45.477,13.653,7.04,M,correct,strong,Success,1,1,1,1,1,5,5,1,,0,1,Male,68.0,White,0,1,0,1,1,28.3235,22.6642
R_7G3qD3dUp8eBJ5j,5bff1498ab295e0001737fc4,2026-03-28T16:21:06Z,2026-03-28T16:27:25Z,378.0,M_correct_strong,Male,559c3e07fdf99b32b55f2d8d,3.0,5.0,85.0,80.0,-5.0,100.0,100.0,0.0,0.0,dominant_woman_wins,misleading_woman_looks_better,Dominant_WomanWins,ObviousFails_WomanLooksBetter,A,A,1,1.0,15.618,5.12,11.409,M,correct,strong,Success,1,1,1,1,1,5,5,1,,0,1,Male,28.0,White,0,0,0,1,1,57.3235,-17.3358
R_7nIW0QP6T98vGXK,610c940475aedaf9c70a190e,2026-03-28T16:24:03Z,2026-03-28T16:31:50Z,467.0,M_incorrect_weak,Male,5f2f03deec679e2cf4a992e6,46.0,6.0,16.0,10.0,-6.0,73.0,25.0,-48.0,48.0,identical_woman_woman,dominant_man_wins,Identical_WomanWoman_Bwins,Dominant_ManWins,B,A,0,0.14,26.997,14.372,9.301,M,incorrect,weak,Failure,1,1,1,1,1,5,5,1,Male,1,0,Female,71.0,White,1,1,0,0,0,30.3235,25.6642
R_3QzXiPWHMrgcd7T,671b0e82afffe3d6570b89f5,2026-03-28T16:40:15Z,2026-03-28T16:48:05Z,470.0,M_correct_strong,Male,59e7477e3e4b5a00016aa4d2,4.0,1.0,84.0,90.0,6.0,50.0,50.0,0.0,0.0,man_vs_man,split_unknowns,ManVsMan_Awins,SplitUnknowns_ManWins,A,A,1,0.75,72.963,20.09,8.338,M,correct,strong,Success,1,1,1,1,1,5,5,1,Male,1,0,Female,25.0,White,1,0,0,1,1,7.3235,-20.3358
R_1phd9s1atsCHfD4,6792a9f9b089423d2b613119,2026-03-28T16:48:36Z,2026-03-28T16:53:45Z,309.0,M_correct_weak,Male,566a3e0e7da0350012b3ec49,58.0,1.0,23.0,33.0,10.0,15.0,30.0,15.0,15.0,unknown_man_word,dominant_woman_wins,Unknown_ManWord_ManWins,Dominant_WomanWins,B,B,1,0.57,18.931,6.266,15.913,M,correct,weak,Success,1,1,1,1,1,5,5,1,Male,1,0,Female,68.0,White,1,1,0,1,0,-27.6765,22.6642
R_6NnAVpmOXh5wGUE,65a2ed2dd066aa3cf8568a21,2026-03-28T16:51:16Z,2026-03-28T16:55:30Z,253.0,W_incorrect_weak,Female,65bf99712dfa1f05ee0333c8,46.0,2.0,16.0,10.0,-6.0,77.0,88.0,11.0,11.0,identical_woman_woman,dominant_woman_wins,Identical_WomanWoman_Bwins,Dominant_WomanWins,B,A,0,0.11,21.823,8.474,8.728,W,incorrect,weak,Failure,1,1,1,1,1,5,5,1,Male,0,0,Female,64.0,White,0,1,1,0,0,34.3235,18.6642
R_7KuB4uMluWJzyv8,5a79f14a8fe2dc00010593eb,2026-03-28T17:07:31Z,2026-03-28T17:12:45Z,313.0,M_correct_weak,Male,66bffd8c97a80ac91e1087e0,55.0,1.0,18.0,10.0,-8.0,10.0,30.0,20.0,20.0,unknown_man_word,dominant_woman_wins,Unknown_ManWord_ManWins,Dominant_WomanWins,B,B,1,0.55,38.71,26.708,6.487,M,correct,weak,Success,1,1,1,1,1,5,5,1,Female,0,0,Female,36.0,White,0,1,0,1,0,-32.6765,-9.3358
R_3MPUhk5z2xwzjde,5bf6fc936c445d0001aeba98,2026-03-28T17:21:04Z,2026-03-28T17:25:59Z,294.0,W_correct_strong,Female,66200b032829f40f3664afdf,7.0,2.0,79.0,90.0,11.0,25.0,75.0,50.0,50.0,dominant_woman_wins,unknown_man_word,Dominant_WomanWins,Unknown_ManWord_ManWins,A,A,1,0.63,19.817,7.284,5.158,W,correct,strong,Success,1,1,1,1,1,5,5,1,Male,0,0,Male,45.0,White,0,1,1,1,1,-17.6765,-0.3358
R_5DpR1T6eqaHr2cv,558f226dfdf99b6ebd36218a,2026-03-28T17:13:17Z,2026-03-28T17:26:32Z,795.0,W_correct_strong,Female,6632944bbc110f7862810d5a,2.0,4.0,87.0,90.0,3.0,55.0,67.0,12.0,12.0,man_vs_man,dominant_woman_wins,ManVsMan_Awins,Dominant_WomanWins,A,A,1,0.78,35.243,18.598,9.018,W,correct,strong,Success,1,1,1,1,1,5,5,1,Female,1,0,Male,46.0,White,1,1,1,1,1,12.3235,0.6642
R_13xp3JAuDu5AJuE,62eab7b53494af2a6cb73504,2026-03-28T17:13:23Z,2026-03-28T17:26:58Z,815.0,W_correct_strong,Female,6632944bbc110f7862810d5a,2.0,4.0,87.0,90.0,3.0,70.0,100.0,30.0,30.0,man_vs_man,dominant_woman_wins,ManVsMan_Awins,Dominant_WomanWins,A,A,1,0.85,63.354,24.495,7.322,W,correct,strong,Success,1,1,1,1,1,5,5,1,Female,1,0,Male,36.0,Hispanic,1,1,1,1,1,27.3235,-9.3358
R_71hHymNPPzNZR73,63b5681c49af1cbe651420bc,2026-03-28T17:25:56Z,2026-03-28T17:30:50Z,293.0,W_correct_strong,Female,66200b032829f40f3664afdf,7.0,2.0,79.0,88.0,9.0,15.0,30.0,15.0,15.0,dominant_woman_wins,unknown_man_word,Dominant_WomanWins,Unknown_ManWord_ManWins,A,A,1,0.57,46.196,10.669,5.556,W,correct,strong,Success,1,1,1,1,1,5,5,1,Female,1,0,Female,58.0,White,1,1,1,1,1,-27.6765,12.6642
R_7EWFRFY5xC7vWah,66880bd9fc1509787faaa118,2026-03-28T17:18:36Z,2026-03-28T17:32:32Z,835.0,M_correct_strong,Male,559c3e07fdf99b32b55f2d8d,3.0,5.0,85.0,80.0,-5.0,60.0,75.0,15.0,15.0,dominant_woman_wins,misleading_woman_looks_better,Dominant_WomanWins,ObviousFails_WomanLooksBetter,A,A,1,0.8,124.526,10.325,9.226,M,correct,strong,Success,1,1,1,1,1,5,5,1,Female,0,0,Female,59.0,White,0,1,0,1,1,17.3235,13.6642
R_10ItZRysiWx56Fa,5e84c12eb9041d0815c13165,2026-03-28T17:40:15Z,2026-03-28T17:47:15Z,419.0,W_correct_weak,Female,662945728093113a43ab8077,55.0,75.0,18.0,23.0,5.0,0.0,0.0,0.0,0.0,split_unknowns,unknown_woman_gk,SplitUnknowns_ManWins,Unknown_WomanGK_ManWins,B,B,1,0.5,15.785,9.602,7.474,W,correct,weak,Success,1,1,1,1,1,5,5,1,,0,1,Female,25.0,Asian,0,0,1,1,0,-42.6765,-20.3358
R_7O6Ppnz2ma7iRm8,5ef8c7d9b630670523229373,2026-03-28T17:43:51Z,2026-03-28T17:52:27Z,515.0,M_correct_strong,Male,5e059d2bb1fb05fd1f841142,5.0,5.0,82.0,70.0,-12.0,24.0,15.0,-9.0,9.0,dominant_man_wins,misleading_woman_looks_better,Dominant_ManWins,ObviousFails_WomanLooksBetter,A,A,1,0.62,33.693,26.203,9.14,M,correct,strong,Success,1,1,1,1,1,5,5,1,,0,1,Female,57.0,White,0,1,0,1,1,-18.6765,11.6642
R_1kzUzoZr9ad3LQf,62cd9b920ed1b7c1648818d3,2026-03-28T17:47:08Z,2026-03-28T17:53:15Z,367.0,W_correct_strong,Female,66200b032829f40f3664afdf,7.0,2.0,79.0,85.0,6.0,50.0,50.0,0.0,0.0,dominant_woman_wins,unknown_man_word,Dominant_WomanWins,Unknown_ManWord_ManWins,A,A,1,0.75,50.062,12.984,6.016,W,correct,strong,Success,1,1,1,1,1,5,5,1,Female,1,0,Female,78.0,White,1,0,1,1,1,7.3235,32.6642
R_6GB3B4l1UjzRDWx,5dd35813794e103649612ffd,2026-03-28T17:47:05Z,2026-03-28T17:54:43Z,458.0,M_correct_weak,Male,60ec54c58f88686dadb1a0c9,53.0,6.0,15.0,10.0,-5.0,25.0,30.0,5.0,5.0,split_unknowns,dominant_man_wins,SplitUnknowns_ManWins,Dominant_ManWins,B,B,1,0.63,23.305,9.414,12.006,M,correct,weak,Success,1,1,1,1,1,5,5,1,Male,1,0,Female,58.0,White,1,1,0,1,0,-17.6765,12.6642
R_5B9A4wUUBIrY2m1,67a60aab3179b5e743db2a2b,2026-03-28T17:47:40Z,2026-03-28T17:56:33Z,533.0,M_incorrect_strong,Male,63ecff07b619306f41db42fa,2.0,1.0,87.0,81.0,-6.0,50.0,21.0,-29.0,29.0,misleading_man_looks_better,dominant_woman_wins,ObviousFails_ManLooksBetter,Dominant_WomanWins,B,A,0,0.25,41.948,26.983,10.405,M,incorrect,strong,Failure,1,1,1,1,1,5,5,1,,0,1,Male,67.0,White,0,1,0,0,1,7.3235,21.6642
R_7yfNPfq5LxMOTzE,5d230db3ad94ee001affee7c,2026-03-28T17:47:36Z,2026-03-28T17:58:18Z,641.0,W_incorrect_strong,Female,65cce024500351e8c8f7ff26,2.0,6.0,87.0,77.0,-10.0,87.0,87.0,0.0,0.0,misleading_woman_looks_better,dominant_woman_wins,ObviousFails_WomanLooksBetter,Dominant_WomanWins,B,A,0,0.07,24.693,11.139,5.068,W,incorrect,strong,Failure,1,1,1,1,1,5,5,1,Female,1,0,Male,42.0,White,1,0,1,0,1,44.3235,-3.3358
R_61gzTeZ89LqkQGR,6737de14dd04abff960e1376,2026-03-28T17:54:29Z,2026-03-28T18:07:48Z,798.0,W_incorrect_weak,Female,5eb02a40b17a8c0868685d32,42.0,9.0,23.0,35.0,12.0,50.0,100.0,50.0,50.0,unknown_man_word,dominant_woman_wins,Unknown_ManWord_ManWins,Dominant_WomanWins,B,A,0,0.25,64.113,62.968,16.126,W,incorrect,weak,Failure,1,1,1,1,1,5,5,1,Female,1,0,Female,63.0,White,1,1,1,0,0,7.3235,17.6642
R_7OONE6wLbryQEzn,615bbe1b45c3c2e904778bce,2026-03-28T18:04:31Z,2026-03-28T18:10:19Z,348.0,M_incorrect_weak,Male,5e5731e3e1e8b90e25c1f3a2,45.0,11.0,18.0,24.0,6.0,5.0,5.0,0.0,0.0,split_unknowns,misleading_man_looks_better,SplitUnknowns_ManWins,ObviousFails_ManLooksBetter,B,A,0,0.47,30.454,19.761,4.768,M,incorrect,weak,Failure,1,1,1,1,1,5,5,1,,0,1,Female,22.0,Hispanic,0,0,0,0,0,-37.6765,-23.3358
R_76wrArcoLIrSyQN,662fb80a4da196677a2d2a16,2026-03-28T18:04:48Z,2026-03-28T18:17:23Z,754.0,M_incorrect_strong,Male,62877d5f6a054e53313ac916,97.0,99.0,85.0,78.0,-7.0,50.0,25.0,-25.0,25.0,man_vs_man,split_unknowns,ManVsMan_Awins,SplitUnknowns_ManWins,A,B,0,0.25,32.244,28.516,34.831,M,incorrect,strong,Failure,1,1,1,1,1,5,5,1,,0,1,Male,62.0,White,0,1,0,0,1,7.3235,16.6642
R_6CZF9hNfgxprPPi,60d13d406f3b34d6791c8831,2026-03-28T17:59:30Z,2026-03-28T18:19:51Z,1221.0,M_correct_strong,Male,59e7477e3e4b5a00016aa4d2,4.0,1.0,84.0,76.0,-8.0,30.0,29.0,-1.0,1.0,man_vs_man,split_unknowns,ManVsMan_Awins,SplitUnknowns_ManWins,A,A,1,0.65,16.126,9.81,7.759,M,correct,strong,Success,1,1,1,1,1,5,5,1,Male,1,0,Male,29.0,White,1,1,0,1,1,-12.6765,-16.3358
R_7FPgdsZl6hUjWn6,5ed59b175d4222135fddf229,2026-03-28T18:16:03Z,2026-03-28T18:21:31Z,327.0,M_incorrect_weak,Male,612962f44f151ddfd0298c52,42.0,12.0,23.0,15.0,-8.0,30.0,14.0,-16.0,16.0,unknown_man_word,dominant_woman_wins,Unknown_ManWord_ManWins,Dominant_WomanWins,B,A,0,0.35,30.805,20.078,24.531,M,incorrect,weak,Failure,1,1,1,1,1,5,5,1,,0,1,Male,53.0,White,0,1,0,0,0,-12.6765,7.6642
R_7jJTzhgyMGhxoMB,654e20c7db82288d74898c8f,2026-03-28T18:33:09Z,2026-03-28T18:41:38Z,508.0,W_correct_weak,Female,5b81e0a72ce68d0001fa68d5,56.0,12.0,20.0,31.0,11.0,100.0,100.0,0.0,0.0,split_unknowns,dominant_man_wins,SplitUnknowns_ManWins,Dominant_ManWins,B,B,1,1.0,39.05,10.341,10.34,W,correct,weak,Success,1,1,1,1,1,5,5,1,Female,1,0,Female,65.0,White,1,0,1,1,0,57.3235,19.6642
R_3RHcprzcjgq1XlT,675354c455030f7ac6a19d47,2026-03-28T18:29:13Z,2026-03-28T18:42:34Z,801.0,M_correct_weak,Male,641385c88f29eb3264283818,48.0,2.0,13.0,20.0,7.0,0.0,10.0,10.0,10.0,close_woman_wins,dominant_woman_wins,Close_WomanWins,Dominant_WomanWins,A,A,1,0.5,62.463,32.996,17.979,M,correct,weak,Success,1,1,1,1,1,5,5,1,,0,1,Male,45.0,White,0,1,0,1,0,-42.6765,-0.3358
R_63kVB6FbJV4h38Z,66313e95673312ffd7d6a61a,2026-03-28T18:36:01Z,2026-03-28T18:43:07Z,426.0,W_incorrect_strong,Female,67e188720841b364cd463eaa,7.0,2.0,79.0,85.0,6.0,40.0,40.0,0.0,0.0,misleading_man_looks_better,dominant_woman_wins,ObviousFails_ManLooksBetter,Dominant_WomanWins,B,A,0,0.3,20.468,18.112,5.666,W,incorrect,strong,Failure,1,1,1,1,1,5,5,1,,0,1,Male,33.0,Asian,0,0,1,0,1,-2.6765,-12.3358
R_5ceBfU5SYcF6tXC,6733b5e257da4b8525bdcae7,2026-03-28T18:48:32Z,2026-03-28T18:55:20Z,408.0,W_incorrect_weak,Female,65bf99712dfa1f05ee0333c8,46.0,2.0,16.0,10.0,-6.0,0.0,0.0,0.0,0.0,identical_woman_woman,dominant_woman_wins,Identical_WomanWoman_Bwins,Dominant_WomanWins,B,A,0,0.5,35.72,24.562,22.832,W,incorrect,weak,Failure,1,1,1,1,1,5,5,1,Female,1,0,Female,40.0,Black,1,0,1,0,0,-42.6765,-5.3358
R_5j1ZqZNNcdESZyK,5bdbf2d92562330001b8d056,2026-03-28T18:52:49Z,2026-03-28T18:59:35Z,406.0,W_correct_strong,Female,6632944bbc110f7862810d5a,2.0,4.0,87.0,90.0,3.0,100.0,50.0,-50.0,50.0,man_vs_man,dominant_woman_wins,ManVsMan_Awins,Dominant_WomanWins,A,A,1,1.0,17.335,12.571,6.197,W,correct,strong,Success,1,1,1,1,1,5,5,1,Female,1,0,Male,34.0,White,1,1,1,1,1,57.3235,-11.3358
R_1MS6rT2OdLCZs2p,654fd3d72b14d852c7fff2b4,2026-03-28T19:04:07Z,2026-03-28T19:14:13Z,605.0,W_incorrect_strong,Female,5fab34d5e971f1617667232e,94.0,1.0,80.0,85.0,5.0,50.0,100.0,50.0,50.0,unknown_woman_gk,dominant_woman_wins,Unknown_WomanGK_ManWins,Dominant_WomanWins,A,B,0,0.25,50.731,26.308,11.618,W,incorrect,strong,Failure,1,1,1,1,1,5,5,1,,0,1,Female,45.0,White,0,1,1,0,1,7.3235,-0.3358
R_1nMLoiAFtcDUKbv,654a86d08714f739c9fcea21,2026-03-28T19:15:44Z,2026-03-28T19:26:54Z,670.0,W_incorrect_weak,Female,677c314658f46f3c0f19ba34,56.0,22.0,20.0,31.0,11.0,20.0,61.0,41.0,41.0,close_woman_wins,man_vs_man,Close_WomanWins,ManVsMan_Awins,A,B,0,0.4,58.709,26.189,11.17,W,incorrect,weak,Failure,1,1,1,1,1,5,5,1,,0,1,Female,53.0,White,0,1,1,0,0,-22.6765,7.6642
R_7QEbWhg9GPlsqiG,56bfba439f7a1e000afdcba9,2026-03-28T19:29:18Z,2026-03-28T19:34:21Z,303.0,M_incorrect_weak,Male,5e5731e3e1e8b90e25c1f3a2,45.0,11.0,18.0,29.0,11.0,60.0,0.0,-60.0,60.0,split_unknowns,misleading_man_looks_better,SplitUnknowns_ManWins,ObviousFails_ManLooksBetter,B,A,0,0.2,25.652,9.654,7.943,M,incorrect,weak,Failure,1,1,1,1,1,5,5,1,Male,1,0,Female,36.0,White,1,1,0,0,0,17.3235,-9.3358
